phase,experiment_type,experiment_name,field_type,start_position,planning_depth,num_iterations,timeout,ucb1_c,parallel,discount_factor,entropy_reduction,final_mse,coverage_end,avg_planning_time_per_step
phase_7_robustness_testing,large_budget,large_budget_Gaussian_corner_rep19,Gaussian,corner,12,150,30.0,1.4,6,1.0,107398.01057492566,0.12880625,0.796875,2.6105915689468384
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep0,Gaussian,edge,12,150,30.0,1.4,6,1.0,128739.73031379942,0.0343,0.921875,2.6226314759254454
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep1,Gaussian,edge,12,150,30.0,1.4,6,1.0,102704.5539390416,0.0516625,0.77734375,2.5762353563308715
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep2,Gaussian,edge,12,150,30.0,1.4,6,1.0,127403.74813658046,0.03285625,0.93359375,2.7205895924568178
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep3,Gaussian,edge,12,150,30.0,1.4,6,1.0,128916.94072064663,0.0315875,0.93359375,2.548108539581299
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep4,Gaussian,edge,12,150,30.0,1.4,6,1.0,130813.41099551432,0.0359875,0.9375,2.6325903606414793
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep5,Gaussian,edge,12,150,30.0,1.4,6,1.0,113682.86412329113,0.10788125,0.8515625,2.537220001220703
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep6,Gaussian,edge,12,150,30.0,1.4,6,1.0,108437.71647599485,0.04589375,0.80859375,2.717787628173828
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep7,Gaussian,edge,12,150,30.0,1.4,6,1.0,122637.29568164301,0.029275,0.90234375,2.6636510372161863
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep8,Gaussian,edge,12,150,30.0,1.4,6,1.0,127766.6273266552,0.03285,0.9296875,2.7343812727928163
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep9,Gaussian,edge,12,150,30.0,1.4,6,1.0,118387.71650294872,0.052925,0.89453125,2.6781756019592287
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep10,Gaussian,edge,12,150,30.0,1.4,6,1.0,131821.50228255463,0.034175,0.96484375,2.6766976380348204
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep11,Gaussian,edge,12,150,30.0,1.4,6,1.0,118099.72328306387,0.07233125,0.87890625,2.60418740272522
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep12,Gaussian,edge,12,150,30.0,1.4,6,1.0,125467.25301251767,0.04416875,0.95703125,2.706220450401306
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep13,Gaussian,edge,12,150,30.0,1.4,6,1.0,120224.95807996283,0.0372375,0.86328125,2.4717034554481505
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep14,Gaussian,edge,12,150,30.0,1.4,6,1.0,111756.5360741216,0.07568125,0.8515625,2.759605667591095
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep15,Gaussian,edge,12,150,30.0,1.4,6,1.0,122170.59478784779,0.0343375,0.8828125,2.806411521434784
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep16,Gaussian,edge,12,150,30.0,1.4,6,1.0,131045.09632502157,0.0348,0.96484375,2.7629328203201293
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep17,Gaussian,edge,12,150,30.0,1.4,6,1.0,128725.0186625823,0.04324375,0.9609375,2.969766149520874
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep18,Gaussian,edge,12,150,30.0,1.4,6,1.0,128622.8764528977,0.03348125,0.94140625,2.903231201171875
phase_7_robustness_testing,large_budget,large_budget_Gaussian_edge_rep19,Gaussian,edge,12,150,30.0,1.4,6,1.0,121791.69920666181,0.04513125,0.89453125,2.777429394721985
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep0,Gaussian,corner,6,75,15.0,1.8,6,0.98,143691.37457168842,0.02350625,0.99609375,0.7316657042503357
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep1,Gaussian,corner,6,75,15.0,1.8,6,0.98,119330.49414652589,0.0337,0.859375,0.6926002645492554
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep2,Gaussian,corner,6,75,15.0,1.8,6,0.98,134439.64574860246,0.0351875,0.96875,0.7474557256698608
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep3,Gaussian,corner,6,75,15.0,1.8,6,0.98,120883.35366440962,0.027325,0.859375,0.728023328781128
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep4,Gaussian,corner,6,75,15.0,1.8,6,0.98,140263.69902602493,0.0275375,0.99609375,0.7669206023216247
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep5,Gaussian,corner,6,75,15.0,1.8,6,0.98,140475.47042069834,0.02784375,0.9921875,0.7545334053039551
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep6,Gaussian,corner,6,75,15.0,1.8,6,0.98,128720.39525017366,0.031225,0.9375,0.7548379540443421
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep7,Gaussian,corner,6,75,15.0,1.8,6,0.98,116936.2602556951,0.095225,0.86328125,0.7182420468330384
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep8,Gaussian,corner,6,75,15.0,1.8,6,0.98,122301.86546578583,0.0360625,0.8828125,0.7269294691085816
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep9,Gaussian,corner,6,75,15.0,1.8,6,0.98,129076.36621182907,0.02755,0.921875,0.725499403476715
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep10,Gaussian,corner,6,75,15.0,1.8,6,0.98,127478.32422780301,0.052225,0.9375,0.7044392848014831
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep11,Gaussian,corner,6,75,15.0,1.8,6,0.98,136986.3687754878,0.04060625,0.9921875,0.7266503167152405
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep12,Gaussian,corner,6,75,15.0,1.8,6,0.98,130103.13375417872,0.03338125,0.9453125,0.6868424439430236
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep13,Gaussian,corner,6,75,15.0,1.8,6,0.98,125367.34674020048,0.0301125,0.9140625,0.7744418954849244
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep14,Gaussian,corner,6,75,15.0,1.8,6,0.98,121140.0499055421,0.021625,0.85546875,0.7160059523582458
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep15,Gaussian,corner,6,75,15.0,1.8,6,0.98,124538.13238651888,0.03026875,0.8984375,0.6870940542221069
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep16,Gaussian,corner,6,75,15.0,1.8,6,0.98,135253.68182882035,0.03986875,0.98046875,0.7344139719009399
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep17,Gaussian,corner,6,75,15.0,1.8,6,0.98,128446.8078018381,0.0447,0.9453125,0.6942613792419433
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep18,Gaussian,corner,6,75,15.0,1.8,6,0.98,123018.71214734387,0.0617875,0.8828125,0.7361959195137024
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_corner_rep19,Gaussian,corner,6,75,15.0,1.8,6,0.98,127205.12987857463,0.04263125,0.88671875,0.7551459145545959
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep0,Gaussian,edge,6,75,15.0,1.8,6,0.98,128854.59945091193,0.02386875,0.921875,0.7344164967536926
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep1,Gaussian,edge,6,75,15.0,1.8,6,0.98,133065.70660891366,0.0225625,0.9453125,0.7323559617996216
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep2,Gaussian,edge,6,75,15.0,1.8,6,0.98,127902.03492182464,0.0543625,0.92578125,0.7289319896697998
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep3,Gaussian,edge,6,75,15.0,1.8,6,0.98,135331.0007805741,0.0258,0.97265625,0.7323621726036071
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep4,Gaussian,edge,6,75,15.0,1.8,6,0.98,137145.55013573283,0.02443125,0.96484375,0.7214934659004212
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep5,Gaussian,edge,6,75,15.0,1.8,6,0.98,133081.83381216304,0.03226875,0.97265625,0.7726982760429383
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep6,Gaussian,edge,6,75,15.0,1.8,6,0.98,126800.43525298833,0.02624375,0.9140625,0.7321320796012878
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep7,Gaussian,edge,6,75,15.0,1.8,6,0.98,127972.7398542036,0.0354875,0.94921875,0.7551292777061462
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep8,Gaussian,edge,6,75,15.0,1.8,6,0.98,136126.21975127782,0.03683125,1.0,0.7287668204307556
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep9,Gaussian,edge,6,75,15.0,1.8,6,0.98,134435.9899142397,0.03258125,0.96875,0.6949411606788636
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep10,Gaussian,edge,6,75,15.0,1.8,6,0.98,131438.15795342886,0.02184375,0.93359375,0.6964411330223084
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep11,Gaussian,edge,6,75,15.0,1.8,6,0.98,141588.27009842082,0.02448125,0.99609375,0.7463145232200623
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep12,Gaussian,edge,6,75,15.0,1.8,6,0.98,126959.91686475507,0.02934375,0.9296875,0.7030805277824402
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep13,Gaussian,edge,6,75,15.0,1.8,6,0.98,136121.9595473627,0.029775,0.9921875,0.716024420261383
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep14,Gaussian,edge,6,75,15.0,1.8,6,0.98,117574.887987287,0.084675,0.921875,0.7777911949157715
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep15,Gaussian,edge,6,75,15.0,1.8,6,0.98,131373.917597435,0.03240625,0.9765625,0.7266635131835938
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep16,Gaussian,edge,6,75,15.0,1.8,6,0.98,129244.33932003027,0.043525,0.9609375,0.7190687036514283
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep17,Gaussian,edge,6,75,15.0,1.8,6,0.98,138751.4147926206,0.0241625,0.9765625,0.6876134538650512
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep18,Gaussian,edge,6,75,15.0,1.8,6,0.98,123524.30188967864,0.06698125,0.89453125,0.7071921706199646
phase_7_robustness_testing,adaptive_exploration,adaptive_exploration_Gaussian_edge_rep19,Gaussian,edge,6,75,15.0,1.8,6,0.98,124630.41745651161,0.0757375,0.87109375,0.7199853515625
