timestamp,phase,experiment,strategy,field_type,start_position,rep,total_ig,entropy_reduction,coverage_pct,avg_planning_time,total_time,status,source
2025-08-24T20:22:51.545935,phase_1_computational_budget,balanced,mcts,Gaussian,corner,5,3801269.227696488,141624.75089248765,100.0,0.4261491012573242,42.71250343322754,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:23:33.001264,phase_1_computational_budget,balanced,mcts,Gaussian,corner,6,3664805.8035327313,135127.65247406106,99.21875,0.404077775478363,40.50733733177185,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:24:16.475434,phase_1_computational_budget,balanced,mcts,Gaussian,corner,7,3731985.021695321,133192.07629404828,98.828125,0.4243135476112366,42.53000211715698,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:24:58.725634,phase_1_computational_budget,balanced,mcts,Gaussian,corner,8,3919093.739446952,146578.5647900536,100.0,0.412075400352478,41.305485010147095,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:25:41.413834,phase_1_computational_budget,balanced,mcts,Gaussian,corner,9,3772509.76013303,128795.61008796156,96.484375,0.4163757538795471,41.73903608322144,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:26:23.127327,phase_1_computational_budget,balanced,mcts,Gaussian,corner,10,3472130.5643959185,118075.01388516824,92.1875,0.4062794709205627,40.73413443565369,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:27:04.465326,phase_1_computational_budget,balanced,mcts,Gaussian,corner,11,3788994.32614618,125311.56523561454,91.015625,0.4031159901618957,40.405593395233154,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:27:46.464589,phase_1_computational_budget,balanced,mcts,Gaussian,corner,12,3877694.141323964,135139.1851240629,98.4375,0.4095611381530761,41.05298066139221,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:28:29.525112,phase_1_computational_budget,balanced,mcts,Gaussian,corner,13,3955017.637002324,138431.91032073612,98.828125,0.419948296546936,42.096296310424805,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:29:10.377098,phase_1_computational_budget,balanced,mcts,Gaussian,corner,14,3738486.301251696,118030.98661858306,95.703125,0.397847375869751,39.88898468017578,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:29:50.729595,phase_1_computational_budget,balanced,mcts,Gaussian,corner,15,4029043.914049137,139775.0191839754,98.046875,0.3929988360404968,39.403605461120605,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:30:33.226175,phase_1_computational_budget,balanced,mcts,Gaussian,corner,16,4043537.241368832,139885.97799984523,100.0,0.4141501975059509,41.5147876739502,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:31:14.084058,phase_1_computational_budget,balanced,mcts,Gaussian,corner,17,3921702.4705655305,139436.75828232808,99.609375,0.3980392146110534,39.899741888046265,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
